Country_Region,Location,Opening_Stock,Delivered_In,Delivered_Out,Closing_Stock,Open_Tonnage,Cancelled_Tonnage,Date,Location_Key
Belgium,Antwerp,50,0,0,50,50,0,20200601,Belgium_Antwerp
Malaysia,Port Klang,2975,0,0,2975,2675,300,20200601,Malaysia_Port Klang
Malaysia,Johor,400,0,0,400,25,375,20200601,Malaysia_Johor
Korea (South),Incheon,50,0,0,50,50,0,20200601,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20200601,Korea (South)_Gwangyang
Korea (South),Busan,57250,0,0,57250,19300,37950,20200601,Korea (South)_Busan
Italy,Trieste,9075,0,0,9075,9075,0,20200601,Italy_Trieste
Italy,Leghorn,0,0,0,0,0,0,20200601,Italy_Leghorn
Germany,Hamburg,2250,0,0,2250,2250,0,20200601,Germany_Hamburg
USA,New Orleans,43275,600,550,43325,43125,200,20200601,USA_New Orleans
USA,Mobile,25,0,0,25,25,0,20200601,USA_Mobile
USA,Chicago,150,0,0,150,25,125,20200601,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20200601,USA_Baltimore
UK,Liverpool,800,0,0,800,800,0,20200601,UK_Liverpool
UK,Hull,275,0,0,275,275,0,20200601,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20200601,UAE_Dubai
Taiwan,Kaohsiung,31275,0,1500,29775,11825,17950,20200601,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200601,Sweden_Helsingborg
Spain,Bilbao,13475,0,0,13475,13475,0,20200601,Spain_Bilbao
Spain,Barcelona,1525,0,0,1525,1525,0,20200601,Spain_Barcelona
Singapore,Singapore,1750,0,0,1750,1500,250,20200601,Singapore_Singapore
Netherlands,Vlissingen,750,0,0,750,750,0,20200601,Netherlands_Vlissingen
Netherlands,Moerdijk,5800,0,0,5800,4550,1250,20200601,Netherlands_Moerdijk
Netherlands,Rotterdam,84575,0,0,84575,73975,10600,20200601,Netherlands_Rotterdam
USA,New Orleans,43325,0,200,43125,43125,0,20200602,USA_New Orleans
Italy,Trieste,9075,0,0,9075,9075,0,20200602,Italy_Trieste
Korea (South),Incheon,50,0,0,50,50,0,20200602,Korea (South)_Incheon
Malaysia,Johor,400,0,0,400,25,375,20200602,Malaysia_Johor
Malaysia,Port Klang,2975,0,300,2675,2400,275,20200602,Malaysia_Port Klang
Netherlands,Moerdijk,5800,0,0,5800,4550,1250,20200602,Netherlands_Moerdijk
Netherlands,Rotterdam,84575,0,0,84575,73975,10600,20200602,Netherlands_Rotterdam
Korea (South),Gwangyang,0,0,0,0,0,0,20200602,Korea (South)_Gwangyang
Korea (South),Busan,57250,400,300,57350,19700,37650,20200602,Korea (South)_Busan
Italy,Leghorn,0,0,0,0,0,0,20200602,Italy_Leghorn
Germany,Hamburg,2250,0,0,2250,2250,0,20200602,Germany_Hamburg
USA,Mobile,25,0,0,25,25,0,20200602,USA_Mobile
Belgium,Antwerp,50,0,0,50,50,0,20200602,Belgium_Antwerp
Singapore,Singapore,1750,0,0,1750,1400,350,20200602,Singapore_Singapore
Spain,Barcelona,1525,0,0,1525,1525,0,20200602,Spain_Barcelona
Spain,Bilbao,13475,0,0,13475,13475,0,20200602,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20200602,Sweden_Helsingborg
Taiwan,Kaohsiung,29775,0,1500,28275,11825,16450,20200602,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20200602,UAE_Dubai
UK,Hull,275,0,0,275,275,0,20200602,UK_Hull
UK,Liverpool,800,0,0,800,800,0,20200602,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20200602,USA_Baltimore
USA,Chicago,150,0,0,150,25,125,20200602,USA_Chicago
Netherlands,Vlissingen,750,0,0,750,750,0,20200602,Netherlands_Vlissingen
UK,Liverpool,800,0,0,800,800,0,20200603,UK_Liverpool
UAE,Dubai,0,0,0,0,0,0,20200603,UAE_Dubai
UK,Hull,275,0,0,275,275,0,20200603,UK_Hull
USA,Baltimore,0,0,0,0,0,0,20200603,USA_Baltimore
Taiwan,Kaohsiung,28275,0,1275,27000,11825,15175,20200603,Taiwan_Kaohsiung
USA,Mobile,25,0,0,25,25,0,20200603,USA_Mobile
USA,New Orleans,43125,0,0,43125,22850,20275,20200603,USA_New Orleans
Sweden,Helsingborg,0,0,0,0,0,0,20200603,Sweden_Helsingborg
USA,Chicago,150,0,0,150,25,125,20200603,USA_Chicago
Spain,Bilbao,13475,0,0,13475,13475,0,20200603,Spain_Bilbao
Italy,Trieste,9075,0,0,9075,9075,0,20200603,Italy_Trieste
Singapore,Singapore,1750,0,0,1750,1400,350,20200603,Singapore_Singapore
Spain,Barcelona,1525,150,0,1675,1675,0,20200603,Spain_Barcelona
Belgium,Antwerp,50,0,0,50,50,0,20200603,Belgium_Antwerp
Germany,Hamburg,2250,0,0,2250,2250,0,20200603,Germany_Hamburg
Korea (South),Busan,57350,0,2975,54375,19700,34675,20200603,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20200603,Korea (South)_Gwangyang
Korea (South),Incheon,50,0,0,50,50,0,20200603,Korea (South)_Incheon
Italy,Leghorn,0,0,0,0,0,0,20200603,Italy_Leghorn
Malaysia,Port Klang,2675,0,0,2675,2400,275,20200603,Malaysia_Port Klang
Netherlands,Moerdijk,5800,0,0,5800,4550,1250,20200603,Netherlands_Moerdijk
Netherlands,Rotterdam,84575,0,0,84575,73975,10600,20200603,Netherlands_Rotterdam
Netherlands,Vlissingen,750,0,0,750,750,0,20200603,Netherlands_Vlissingen
Malaysia,Johor,400,0,0,400,25,375,20200603,Malaysia_Johor
Malaysia,Port Klang,2675,0,0,2675,2400,275,20200604,Malaysia_Port Klang
Belgium,Antwerp,50,0,0,50,0,50,20200604,Belgium_Antwerp
Malaysia,Johor,400,0,0,400,25,375,20200604,Malaysia_Johor
Korea (South),Incheon,50,0,0,50,50,0,20200604,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20200604,Korea (South)_Gwangyang
Korea (South),Busan,54375,0,3425,50950,19550,31400,20200604,Korea (South)_Busan
Netherlands,Moerdijk,5800,0,0,5800,4550,1250,20200604,Netherlands_Moerdijk
Italy,Trieste,9075,0,0,9075,8275,800,20200604,Italy_Trieste
Italy,Leghorn,0,0,0,0,0,0,20200604,Italy_Leghorn
Germany,Hamburg,2250,0,0,2250,1050,1200,20200604,Germany_Hamburg
UK,Liverpool,800,0,0,800,800,0,20200604,UK_Liverpool
Spain,Barcelona,1675,600,0,2275,2275,0,20200604,Spain_Barcelona
UAE,Dubai,0,0,0,0,0,0,20200604,UAE_Dubai
Taiwan,Kaohsiung,27000,0,1900,25100,11825,13275,20200604,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200604,Sweden_Helsingborg
Spain,Bilbao,13475,0,0,13475,13475,0,20200604,Spain_Bilbao
Singapore,Singapore,1750,0,100,1650,1400,250,20200604,Singapore_Singapore
Netherlands,Vlissingen,750,0,0,750,400,350,20200604,Netherlands_Vlissingen
USA,Mobile,25,0,0,25,25,0,20200604,USA_Mobile
USA,New Orleans,43125,300,0,43425,20650,22775,20200604,USA_New Orleans
Netherlands,Rotterdam,84575,0,0,84575,72250,12325,20200604,Netherlands_Rotterdam
USA,Chicago,150,0,0,150,25,125,20200604,USA_Chicago
UK,Hull,275,0,0,275,275,0,20200604,UK_Hull
USA,Baltimore,0,0,0,0,0,0,20200604,USA_Baltimore
Italy,Trieste,9075,0,0,9075,8075,1000,20200605,Italy_Trieste
Germany,Hamburg,2250,0,0,2250,1050,1200,20200605,Germany_Hamburg
Taiwan,Kaohsiung,25100,0,2050,23050,11825,11225,20200605,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200605,Sweden_Helsingborg
Spain,Bilbao,13475,0,0,13475,13475,0,20200605,Spain_Bilbao
Spain,Barcelona,2275,900,0,3175,2825,350,20200605,Spain_Barcelona
UK,Liverpool,800,0,0,800,800,0,20200605,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20200605,USA_Baltimore
Belgium,Antwerp,50,0,0,50,0,50,20200605,Belgium_Antwerp
USA,Chicago,150,0,0,150,25,125,20200605,USA_Chicago
USA,Mobile,25,0,0,25,25,0,20200605,USA_Mobile
USA,New Orleans,43425,0,0,43425,20650,22775,20200605,USA_New Orleans
UAE,Dubai,0,0,0,0,0,0,20200605,UAE_Dubai
UK,Hull,275,0,0,275,275,0,20200605,UK_Hull
Singapore,Singapore,1650,0,0,1650,1400,250,20200605,Singapore_Singapore
Netherlands,Vlissingen,750,0,0,750,400,350,20200605,Netherlands_Vlissingen
Netherlands,Rotterdam,84575,0,0,84575,70825,13750,20200605,Netherlands_Rotterdam
Netherlands,Moerdijk,5800,0,0,5800,4550,1250,20200605,Netherlands_Moerdijk
Malaysia,Port Klang,2675,0,0,2675,2400,275,20200605,Malaysia_Port Klang
Malaysia,Johor,400,0,200,200,25,175,20200605,Malaysia_Johor
Korea (South),Incheon,50,0,0,50,50,0,20200605,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20200605,Korea (South)_Gwangyang
Korea (South),Busan,50950,0,4500,46450,19550,26900,20200605,Korea (South)_Busan
Italy,Leghorn,0,0,0,0,0,0,20200605,Italy_Leghorn
Singapore,Singapore,1650,0,100,1550,1400,150,20200608,Singapore_Singapore
Spain,Barcelona,3175,100,0,3275,2925,350,20200608,Spain_Barcelona
Netherlands,Moerdijk,5800,0,0,5800,4550,1250,20200608,Netherlands_Moerdijk
Netherlands,Rotterdam,84575,825,0,85400,71650,13750,20200608,Netherlands_Rotterdam
Netherlands,Vlissingen,750,0,0,750,400,350,20200608,Netherlands_Vlissingen
Taiwan,Kaohsiung,23050,0,525,22525,875,21650,20200608,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200608,Sweden_Helsingborg
UAE,Dubai,0,0,0,0,0,0,20200608,UAE_Dubai
UK,Hull,275,0,0,275,275,0,20200608,UK_Hull
UK,Liverpool,800,0,0,800,800,0,20200608,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20200608,USA_Baltimore
USA,Chicago,150,0,0,150,25,125,20200608,USA_Chicago
USA,Mobile,25,0,0,25,25,0,20200608,USA_Mobile
USA,New Orleans,43425,0,0,43425,20650,22775,20200608,USA_New Orleans
Malaysia,Port Klang,2675,0,0,2675,2400,275,20200608,Malaysia_Port Klang
Spain,Bilbao,13475,0,0,13475,13475,0,20200608,Spain_Bilbao
Malaysia,Johor,200,0,0,200,25,175,20200608,Malaysia_Johor
Germany,Hamburg,2250,0,0,2250,1050,1200,20200608,Germany_Hamburg
Korea (South),Gwangyang,0,0,0,0,0,0,20200608,Korea (South)_Gwangyang
Korea (South),Busan,46450,0,1625,44825,15100,29725,20200608,Korea (South)_Busan
Italy,Trieste,9075,0,0,9075,8075,1000,20200608,Italy_Trieste
Italy,Leghorn,0,0,0,0,0,0,20200608,Italy_Leghorn
Belgium,Antwerp,50,0,0,50,0,50,20200608,Belgium_Antwerp
Korea (South),Incheon,50,0,0,50,50,0,20200608,Korea (South)_Incheon
Italy,Leghorn,0,0,0,0,0,0,20200609,Italy_Leghorn
Italy,Trieste,9075,0,0,9075,8075,1000,20200609,Italy_Trieste
Korea (South),Busan,44825,1000,1500,44325,1550,42775,20200609,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20200609,Korea (South)_Gwangyang
Korea (South),Incheon,50,0,0,50,50,0,20200609,Korea (South)_Incheon
Malaysia,Johor,200,0,0,200,25,175,20200609,Malaysia_Johor
Malaysia,Port Klang,2675,0,0,2675,2400,275,20200609,Malaysia_Port Klang
Netherlands,Moerdijk,5800,0,275,5525,4550,975,20200609,Netherlands_Moerdijk
Netherlands,Rotterdam,85400,0,0,85400,71675,13725,20200609,Netherlands_Rotterdam
Netherlands,Vlissingen,750,0,0,750,400,350,20200609,Netherlands_Vlissingen
Spain,Bilbao,13475,0,0,13475,13475,0,20200609,Spain_Bilbao
Spain,Barcelona,3275,0,0,3275,2925,350,20200609,Spain_Barcelona
Germany,Hamburg,2250,0,0,2250,1050,1200,20200609,Germany_Hamburg
Sweden,Helsingborg,0,0,0,0,0,0,20200609,Sweden_Helsingborg
Taiwan,Kaohsiung,22525,0,2225,20300,875,19425,20200609,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20200609,UAE_Dubai
UK,Liverpool,800,0,0,800,800,0,20200609,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20200609,USA_Baltimore
USA,Chicago,150,0,0,150,25,125,20200609,USA_Chicago
USA,Mobile,25,0,0,25,25,0,20200609,USA_Mobile
USA,New Orleans,43425,0,0,43425,20650,22775,20200609,USA_New Orleans
Singapore,Singapore,1550,0,100,1450,1400,50,20200609,Singapore_Singapore
Belgium,Antwerp,50,0,0,50,0,50,20200609,Belgium_Antwerp
UK,Hull,275,0,0,275,275,0,20200609,UK_Hull
Italy,Trieste,9075,0,0,9075,8075,1000,20200610,Italy_Trieste
USA,Mobile,25,0,0,25,25,0,20200610,USA_Mobile
USA,Chicago,150,0,0,150,25,125,20200610,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20200610,USA_Baltimore
Korea (South),Busan,44325,0,800,43525,1550,41975,20200610,Korea (South)_Busan
UK,Liverpool,800,0,0,800,800,0,20200610,UK_Liverpool
UK,Hull,275,0,0,275,275,0,20200610,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20200610,UAE_Dubai
Taiwan,Kaohsiung,20300,0,1150,19150,875,18275,20200610,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200610,Sweden_Helsingborg
Spain,Bilbao,13475,0,0,13475,13475,0,20200610,Spain_Bilbao
USA,New Orleans,43425,0,0,43425,20650,22775,20200610,USA_New Orleans
Spain,Barcelona,3275,375,0,3650,3300,350,20200610,Spain_Barcelona
Germany,Hamburg,2250,0,0,2250,1050,1200,20200610,Germany_Hamburg
Singapore,Singapore,1450,0,0,1450,1400,50,20200610,Singapore_Singapore
Netherlands,Vlissingen,750,0,0,750,400,350,20200610,Netherlands_Vlissingen
Netherlands,Rotterdam,85400,0,0,85400,71675,13725,20200610,Netherlands_Rotterdam
Netherlands,Moerdijk,5525,0,300,5225,4550,675,20200610,Netherlands_Moerdijk
Malaysia,Port Klang,2675,0,0,2675,2400,275,20200610,Malaysia_Port Klang
Italy,Leghorn,0,0,0,0,0,0,20200610,Italy_Leghorn
Malaysia,Johor,200,0,0,200,25,175,20200610,Malaysia_Johor
Korea (South),Incheon,50,0,0,50,50,0,20200610,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20200610,Korea (South)_Gwangyang
Belgium,Antwerp,50,0,0,50,0,50,20200610,Belgium_Antwerp
Belgium,Antwerp,50,0,0,50,0,50,20200611,Belgium_Antwerp
USA,New Orleans,43425,0,100,43325,11375,31950,20200611,USA_New Orleans
Italy,Trieste,9075,0,50,9025,8075,950,20200611,Italy_Trieste
Netherlands,Vlissingen,750,0,0,750,400,350,20200611,Netherlands_Vlissingen
Netherlands,Rotterdam,85400,4000,0,89400,75675,13725,20200611,Netherlands_Rotterdam
Netherlands,Moerdijk,5225,0,300,4925,4550,375,20200611,Netherlands_Moerdijk
Malaysia,Port Klang,2675,0,0,2675,2400,275,20200611,Malaysia_Port Klang
Malaysia,Johor,200,0,0,200,25,175,20200611,Malaysia_Johor
Korea (South),Incheon,50,0,0,50,50,0,20200611,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20200611,Korea (South)_Gwangyang
Korea (South),Busan,43525,0,150,43375,1550,41825,20200611,Korea (South)_Busan
Spain,Barcelona,3650,0,0,3650,3300,350,20200611,Spain_Barcelona
Italy,Leghorn,0,0,0,0,0,0,20200611,Italy_Leghorn
Spain,Bilbao,13475,0,0,13475,13475,0,20200611,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20200611,Sweden_Helsingborg
Taiwan,Kaohsiung,19150,0,450,18700,875,17825,20200611,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20200611,UAE_Dubai
UK,Hull,275,0,0,275,275,0,20200611,UK_Hull
UK,Liverpool,800,0,0,800,800,0,20200611,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20200611,USA_Baltimore
USA,Chicago,150,0,0,150,25,125,20200611,USA_Chicago
USA,Mobile,25,0,0,25,25,0,20200611,USA_Mobile
Germany,Hamburg,2250,0,0,2250,1050,1200,20200611,Germany_Hamburg
Singapore,Singapore,1450,0,0,1450,1400,50,20200611,Singapore_Singapore
USA,Mobile,25,0,0,25,25,0,20200612,USA_Mobile
Korea (South),Incheon,50,0,0,50,50,0,20200612,Korea (South)_Incheon
USA,Chicago,150,0,0,150,25,125,20200612,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20200612,USA_Baltimore
Italy,Leghorn,0,0,0,0,0,0,20200612,Italy_Leghorn
UK,Hull,275,0,0,275,275,0,20200612,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20200612,UAE_Dubai
Taiwan,Kaohsiung,18700,0,0,18700,875,17825,20200612,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200612,Sweden_Helsingborg
Korea (South),Gwangyang,0,0,0,0,0,0,20200612,Korea (South)_Gwangyang
Spain,Bilbao,13475,0,0,13475,13475,0,20200612,Spain_Bilbao
Italy,Trieste,9025,0,75,8950,8075,875,20200612,Italy_Trieste
Singapore,Singapore,1450,0,0,1450,1400,50,20200612,Singapore_Singapore
Korea (South),Busan,43375,11600,2500,52475,13150,39325,20200612,Korea (South)_Busan
Netherlands,Vlissingen,750,0,0,750,400,350,20200612,Netherlands_Vlissingen
Netherlands,Rotterdam,89400,0,0,89400,75675,13725,20200612,Netherlands_Rotterdam
Netherlands,Moerdijk,4925,0,0,4925,4550,375,20200612,Netherlands_Moerdijk
Malaysia,Port Klang,2675,0,0,2675,2400,275,20200612,Malaysia_Port Klang
Malaysia,Johor,200,0,0,200,25,175,20200612,Malaysia_Johor
UK,Liverpool,800,0,0,800,800,0,20200612,UK_Liverpool
Spain,Barcelona,3650,0,0,3650,3300,350,20200612,Spain_Barcelona
Belgium,Antwerp,50,0,0,50,0,50,20200612,Belgium_Antwerp
Germany,Hamburg,2250,0,0,2250,1050,1200,20200612,Germany_Hamburg
USA,New Orleans,43325,4575,1150,46750,15950,30800,20200612,USA_New Orleans
Belgium,Antwerp,50,0,50,0,0,0,20200615,Belgium_Antwerp
USA,New Orleans,46750,5000,1575,50175,20950,29225,20200615,USA_New Orleans
USA,Mobile,25,0,0,25,25,0,20200615,USA_Mobile
USA,Chicago,150,0,0,150,25,125,20200615,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20200615,USA_Baltimore
UK,Liverpool,800,0,0,800,800,0,20200615,UK_Liverpool
UK,Hull,275,0,0,275,275,0,20200615,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20200615,UAE_Dubai
Taiwan,Kaohsiung,18700,200,2000,16900,1075,15825,20200615,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200615,Sweden_Helsingborg
Spain,Barcelona,3650,575,0,4225,3875,350,20200615,Spain_Barcelona
Netherlands,Vlissingen,750,0,0,750,400,350,20200615,Netherlands_Vlissingen
Netherlands,Moerdijk,4925,0,375,4550,4550,0,20200615,Netherlands_Moerdijk
Malaysia,Port Klang,2675,0,275,2400,2400,0,20200615,Malaysia_Port Klang
Malaysia,Johor,200,0,0,200,25,175,20200615,Malaysia_Johor
Korea (South),Incheon,50,0,0,50,50,0,20200615,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20200615,Korea (South)_Gwangyang
Korea (South),Busan,52475,1000,4500,48975,12750,36225,20200615,Korea (South)_Busan
Italy,Trieste,8950,0,0,8950,8075,875,20200615,Italy_Trieste
Italy,Leghorn,0,0,0,0,0,0,20200615,Italy_Leghorn
Germany,Hamburg,2250,0,0,2250,1050,1200,20200615,Germany_Hamburg
Singapore,Singapore,1450,0,0,1450,1400,50,20200615,Singapore_Singapore
Spain,Bilbao,13475,0,0,13475,13475,0,20200615,Spain_Bilbao
Netherlands,Rotterdam,89400,3475,0,92875,79150,13725,20200615,Netherlands_Rotterdam
Spain,Bilbao,13475,0,0,13475,13475,0,20200616,Spain_Bilbao
Germany,Hamburg,2250,0,0,2250,1050,1200,20200616,Germany_Hamburg
Italy,Leghorn,0,0,0,0,0,0,20200616,Italy_Leghorn
Italy,Trieste,8950,0,50,8900,8075,825,20200616,Italy_Trieste
Korea (South),Busan,48975,0,0,48975,12750,36225,20200616,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20200616,Korea (South)_Gwangyang
Korea (South),Incheon,50,0,0,50,50,0,20200616,Korea (South)_Incheon
Malaysia,Johor,200,0,0,200,25,175,20200616,Malaysia_Johor
Malaysia,Port Klang,2400,0,0,2400,2400,0,20200616,Malaysia_Port Klang
Netherlands,Moerdijk,4550,0,0,4550,4550,0,20200616,Netherlands_Moerdijk
Belgium,Antwerp,0,0,0,0,0,0,20200616,Belgium_Antwerp
Netherlands,Rotterdam,92875,0,25,92850,79150,13700,20200616,Netherlands_Rotterdam
USA,Mobile,25,0,0,25,25,0,20200616,USA_Mobile
USA,Chicago,150,0,0,150,25,125,20200616,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20200616,USA_Baltimore
UK,Liverpool,800,0,0,800,800,0,20200616,UK_Liverpool
UK,Hull,275,0,0,275,275,0,20200616,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20200616,UAE_Dubai
Taiwan,Kaohsiung,16900,0,2000,14900,875,14025,20200616,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200616,Sweden_Helsingborg
Netherlands,Vlissingen,750,0,0,750,400,350,20200616,Netherlands_Vlissingen
USA,New Orleans,50175,0,1700,48475,20950,27525,20200616,USA_New Orleans
Spain,Barcelona,4225,0,0,4225,3875,350,20200616,Spain_Barcelona
Singapore,Singapore,1450,0,0,1450,1400,50,20200616,Singapore_Singapore
Italy,Leghorn,0,0,0,0,0,0,20200617,Italy_Leghorn
USA,Mobile,25,0,0,25,25,0,20200617,USA_Mobile
USA,Chicago,150,0,0,150,25,125,20200617,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20200617,USA_Baltimore
UK,Liverpool,800,0,0,800,800,0,20200617,UK_Liverpool
UK,Hull,275,0,0,275,275,0,20200617,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20200617,UAE_Dubai
Taiwan,Kaohsiung,14900,0,0,14900,875,14025,20200617,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200617,Sweden_Helsingborg
Spain,Bilbao,13475,0,0,13475,13475,0,20200617,Spain_Bilbao
Germany,Hamburg,2250,500,0,2750,1550,1200,20200617,Germany_Hamburg
Spain,Barcelona,4225,0,0,4225,3875,350,20200617,Spain_Barcelona
Netherlands,Vlissingen,750,0,0,750,400,350,20200617,Netherlands_Vlissingen
Netherlands,Rotterdam,92850,0,0,92850,79150,13700,20200617,Netherlands_Rotterdam
Netherlands,Moerdijk,4550,0,0,4550,4550,0,20200617,Netherlands_Moerdijk
Malaysia,Port Klang,2400,0,0,2400,2400,0,20200617,Malaysia_Port Klang
Malaysia,Johor,200,0,0,200,25,175,20200617,Malaysia_Johor
Korea (South),Incheon,50,0,0,50,50,0,20200617,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20200617,Korea (South)_Gwangyang
Korea (South),Busan,48975,0,0,48975,150,48825,20200617,Korea (South)_Busan
Italy,Trieste,8900,0,275,8625,7975,650,20200617,Italy_Trieste
Singapore,Singapore,1450,0,0,1450,1350,100,20200617,Singapore_Singapore
Belgium,Antwerp,0,0,0,0,0,0,20200617,Belgium_Antwerp
USA,New Orleans,48475,0,1675,46800,20950,25850,20200617,USA_New Orleans
USA,Baltimore,0,0,0,0,0,0,20200618,USA_Baltimore
USA,New Orleans,46800,0,825,45975,10925,35050,20200618,USA_New Orleans
USA,Mobile,25,0,0,25,25,0,20200618,USA_Mobile
USA,Chicago,150,0,25,125,25,100,20200618,USA_Chicago
Belgium,Antwerp,0,0,0,0,0,0,20200618,Belgium_Antwerp
Germany,Hamburg,2750,0,0,2750,1550,1200,20200618,Germany_Hamburg
Italy,Trieste,8625,0,175,8450,7975,475,20200618,Italy_Trieste
Korea (South),Busan,48975,0,3000,45975,150,45825,20200618,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20200618,Korea (South)_Gwangyang
Korea (South),Incheon,50,0,0,50,50,0,20200618,Korea (South)_Incheon
Malaysia,Johor,200,0,0,200,25,175,20200618,Malaysia_Johor
Malaysia,Port Klang,2400,0,0,2400,2400,0,20200618,Malaysia_Port Klang
Netherlands,Moerdijk,4550,0,0,4550,4550,0,20200618,Netherlands_Moerdijk
Italy,Leghorn,0,0,0,0,0,0,20200618,Italy_Leghorn
Netherlands,Rotterdam,92850,0,150,92700,79150,13550,20200618,Netherlands_Rotterdam
Netherlands,Vlissingen,750,0,0,750,400,350,20200618,Netherlands_Vlissingen
Singapore,Singapore,1450,0,0,1450,1350,100,20200618,Singapore_Singapore
Spain,Barcelona,4225,0,0,4225,3875,350,20200618,Spain_Barcelona
Spain,Bilbao,13475,0,0,13475,13475,0,20200618,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20200618,Sweden_Helsingborg
Taiwan,Kaohsiung,14900,0,2475,12425,875,11550,20200618,Taiwan_Kaohsiung
UK,Liverpool,800,0,0,800,800,0,20200618,UK_Liverpool
UK,Hull,275,0,0,275,275,0,20200618,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20200618,UAE_Dubai
Spain,Bilbao,13475,0,0,13475,13475,0,20200619,Spain_Bilbao
Taiwan,Kaohsiung,12425,0,275,12150,875,11275,20200619,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20200619,Sweden_Helsingborg
Italy,Leghorn,0,0,0,0,0,0,20200619,Italy_Leghorn
Italy,Trieste,8450,0,75,8375,7975,400,20200619,Italy_Trieste
Korea (South),Busan,45975,200,3000,43175,350,42825,20200619,Korea (South)_Busan
Malaysia,Port Klang,2400,0,0,2400,2400,0,20200619,Malaysia_Port Klang
Korea (South),Incheon,50,0,0,50,50,0,20200619,Korea (South)_Incheon
Malaysia,Johor,200,0,0,200,25,175,20200619,Malaysia_Johor
Spain,Barcelona,4225,0,0,4225,1700,2525,20200619,Spain_Barcelona
Netherlands,Moerdijk,4550,0,0,4550,4550,0,20200619,Netherlands_Moerdijk
Netherlands,Rotterdam,92700,0,50,92650,79150,13500,20200619,Netherlands_Rotterdam
Netherlands,Vlissingen,750,0,0,750,400,350,20200619,Netherlands_Vlissingen
Singapore,Singapore,1450,0,0,1450,1350,100,20200619,Singapore_Singapore
UAE,Dubai,0,0,0,0,0,0,20200619,UAE_Dubai
Korea (South),Gwangyang,0,0,0,0,0,0,20200619,Korea (South)_Gwangyang
UK,Hull,275,0,0,275,275,0,20200619,UK_Hull
USA,Mobile,25,0,0,25,25,0,20200619,USA_Mobile
USA,Baltimore,0,0,0,0,0,0,20200619,USA_Baltimore
UK,Liverpool,800,0,0,800,800,0,20200619,UK_Liverpool
USA,New Orleans,45975,0,0,45975,10925,35050,20200619,USA_New Orleans
Germany,Hamburg,2750,0,0,2750,500,2250,20200619,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20200619,Belgium_Antwerp
USA,Chicago,125,0,0,125,25,100,20200619,USA_Chicago
